frame,x,y,trajectory,treatment,rep
8415,0.685367,0.703631,200,cnt,rep1
7034,0.660852,0.438258,170,cnt,rep1
7034,0.716744,0.471221,175,cnt,rep1
7034,0.671468,0.786659,164,cnt,rep1
7034,0.601119,0.0768475,176,cnt,rep1
7034,0.407949,0.583471,179,cnt,rep1
7034,0.550514,0.134864,171,cnt,rep1
14683,0.635833,0.409743,296,cnt,rep2
5056,0.274939,0.302726,425,cnt,rep2
5056,0.740084,0.110689,121,cnt,rep2
14820,0.460497,0.5664,383,cnt,rep1
8032,0.519973,0.217576,552,cnt,rep3
6356,0.4174,0.499587,139,cnt,rep1
6356,0.80417,0.342181,144,cnt,rep1
6356,0.790668,0.528778,150,cnt,rep1
6356,0.365289,0.380514,155,cnt,rep1
6356,0.892095,0.613746,156,cnt,rep1
8743,0.667178,0.290892,159,cnt,rep2
8743,0.194651,0.0422006,157,cnt,rep2
13014,0.822915,0.617084,513,cnt,rep2
13014,0.496324,0.267635,274,cnt,rep2
4160,0.772627,0.882803,101,cnt,rep2
9871,0.321694,0.713029,192,cnt,rep3
4887,0.746017,0.543019,109,cnt,rep1
4887,0.816969,0.837082,112,cnt,rep1
4887,0.555347,0.31822,115,cnt,rep1
15017,0.459824,0.712656,528,cnt,rep2
3848,0.473275,0.729107,433,cnt,rep3
7613,0.273646,0.567998,186,cnt,rep1
7613,0.323036,0.192934,187,cnt,rep1
4424,0.745135,0.936615,101,cnt,rep2
4424,0.264575,0.281712,425,cnt,rep2
5927,0.33834,0.637155,163,cnt,rep3
13141,0.285009,0.351746,308,cnt,rep1
12370,0.618611,0.11772,307,cnt,rep1
12370,0.277727,0.364293,308,cnt,rep1
14266,0.525736,0.854697,295,cnt,rep2
14266,0.609516,0.163279,296,cnt,rep2
11449,0.499108,0.753523,478,cnt,rep2
605,0.581457,0.81194,390,cnt,rep2
605,0.24821,0.352883,18,cnt,rep2
1006,0.637625,0.392311,390,cnt,rep2
1006,0.426191,0.704968,19,cnt,rep2
1006,0.647203,0.93197,25,cnt,rep2
1006,0.497838,0.163385,26,cnt,rep2
9212,0.776143,0.391785,223,cnt,rep1
9212,0.824306,0.673996,229,cnt,rep1
9212,0.5254,0.793969,230,cnt,rep1
4163,0.718921,0.510325,95,cnt,rep1
4163,0.94366,0.347106,96,cnt,rep1
2648,0.605501,0.0771352,52,cnt,rep1
2648,0.692781,0.676367,62,cnt,rep1
8471,0.61046,0.69329,200,cnt,rep1
1481,0.632873,0.723132,19,cnt,rep2
1481,0.710534,0.479251,398,cnt,rep2
1481,0.564895,0.686102,53,cnt,rep2
1481,0.627096,0.47494,399,cnt,rep2
2647,0.310171,0.394761,92,cnt,rep3
2647,0.603693,0.711691,93,cnt,rep3
5775,0.319518,0.635044,163,cnt,rep3
5775,0.312667,0.539848,170,cnt,rep3
596,0.564083,0.828102,390,cnt,rep2
596,0.242246,0.357583,18,cnt,rep2
596,0.399462,0.924773,14,cnt,rep2
596,0.816762,0.835729,15,cnt,rep2
6167,0.647354,0.591034,139,cnt,rep1
6167,0.774273,0.371432,144,cnt,rep1
6167,0.79515,0.514091,150,cnt,rep1
1494,0.73971,0.594605,531,cnt,rep3
1494,0.466787,0.415073,53,cnt,rep3
6261,0.566754,0.82043,435,cnt,rep2
8042,0.667989,0.281344,195,cnt,rep1
9915,0.749839,0.564855,239,cnt,rep1
9915,0.294535,0.4166,247,cnt,rep1
3494,0.549331,0.252419,83,cnt,rep1
3494,0.626286,0.850529,84,cnt,rep1
11256,0.921668,0.535121,270,cnt,rep1
11256,0.294337,0.276778,280,cnt,rep1
3517,0.31698,0.243839,427,cnt,rep3
2930,0.512335,0.450002,95,cnt,rep3
13988,0.58659,0.167933,522,cnt,rep2
4941,0.26391,0.29351,425,cnt,rep2
4892,0.274381,0.301246,425,cnt,rep2
7198,0.649389,0.658584,170,cnt,rep1
7198,0.634235,0.0382476,176,cnt,rep1
7198,0.352601,0.753377,179,cnt,rep1
7198,0.288848,0.599,183,cnt,rep1
12308,0.443815,0.513162,477,cnt,rep3
9715,0.667936,0.288183,239,cnt,rep1
9715,0.787923,0.305424,241,cnt,rep1
1375,0.603519,0.658159,531,cnt,rep3
1375,0.458865,0.66082,53,cnt,rep3
9619,0.776034,0.625209,238,cnt,rep1
9619,0.671912,0.220835,239,cnt,rep1
9619,0.918066,0.292591,241,cnt,rep1
5604,0.81388,0.417507,129,cnt,rep1
5604,0.655018,0.951104,139,cnt,rep1
6773,0.794324,0.542698,150,cnt,rep1
6773,0.623823,0.83018,164,cnt,rep1
9917,0.629445,0.205256,459,cnt,rep2
14288,0.465253,0.780381,372,cnt,rep1
14288,0.767958,0.699772,370,cnt,rep1
14936,0.449928,0.769558,528,cnt,rep2
9925,0.314495,0.713375,192,cnt,rep3
3830,0.470594,0.713211,433,cnt,rep3
7018,0.564763,0.11486,438,cnt,rep2
7041,0.536219,0.129182,438,cnt,rep2
1455,0.630309,0.71322,19,cnt,rep2
1455,0.704933,0.553828,398,cnt,rep2
1455,0.561651,0.685256,53,cnt,rep2
1455,0.611685,0.423674,399,cnt,rep2
2792,0.585127,0.0953899,52,cnt,rep1
2792,0.817735,0.395715,66,cnt,rep1
2792,0.872514,0.142458,65,cnt,rep1
733,0.641387,0.428694,390,cnt,rep2
733,0.325662,0.704105,19,cnt,rep2
1807,0.640014,0.420303,19,cnt,rep2
1565,0.599061,0.630919,13,cnt,rep1
1565,0.936837,0.636553,18,cnt,rep1
1565,0.571626,0.770782,21,cnt,rep1
1565,0.650503,0.800108,22,cnt,rep1
1434,0.662415,0.785539,531,cnt,rep3
1434,0.433626,0.524615,53,cnt,rep3
13477,0.329033,0.260582,489,cnt,rep3
2595,0.311179,0.465802,91,cnt,rep3
8197,0.701398,0.404033,195,cnt,rep1
8197,0.732105,0.284539,200,cnt,rep1
8197,0.422332,0.661794,204,cnt,rep1
10012,0.684244,0.443974,239,cnt,rep1
11595,0.92127,0.543597,270,cnt,rep1
11595,0.693544,0.878192,288,cnt,rep1
3843,0.820145,0.560396,85,cnt,rep1
3843,0.732619,0.0849356,88,cnt,rep1
3784,0.804377,0.608215,85,cnt,rep1
11651,0.306058,0.590045,221,cnt,rep3
9577,0.327612,0.714538,192,cnt,rep3
12496,0.531557,0.773285,260,cnt,rep2
12496,0.275148,0.526318,261,cnt,rep2
5612,0.319407,0.638601,163,cnt,rep3
9004,0.70739,0.826914,224,cnt,rep1
12517,0.289842,0.368633,308,cnt,rep1
12517,0.763287,0.033644,322,cnt,rep1
12517,0.750991,0.964288,321,cnt,rep1
8904,0.317324,0.742656,192,cnt,rep3
13357,0.649145,0.78885,344,cnt,rep1
13357,0.539609,0.223608,348,cnt,rep1
2111,0.475276,0.517818,45,cnt,rep1
2111,0.783406,0.928933,46,cnt,rep1
2111,0.873887,0.542678,47,cnt,rep1
6944,0.668288,0.363524,170,cnt,rep1
6944,0.304542,0.262339,174,cnt,rep1
6944,0.721762,0.372825,175,cnt,rep1
6944,0.769189,0.568653,164,cnt,rep1
6944,0.493082,0.22189,171,cnt,rep1
7595,0.517421,0.212412,552,cnt,rep3
9307,0.583579,0.804865,230,cnt,rep1
1483,0.723268,0.616892,531,cnt,rep3
1483,0.457833,0.447401,53,cnt,rep3
14571,0.656493,0.923382,372,cnt,rep1
14571,0.751399,0.237447,375,cnt,rep1
14571,0.757609,0.731922,377,cnt,rep1
2850,0.858693,0.156138,65,cnt,rep1
2850,0.432182,0.263892,70,cnt,rep1
104,0.73461,0.763077,1,cnt,rep2
2364,0.719454,0.158006,50,cnt,rep1
2364,0.827533,0.932084,51,cnt,rep1
2364,0.708222,0.936165,53,cnt,rep1
7242,0.510758,0.20528,552,cnt,rep3
13313,0.589902,0.300907,282,cnt,rep2
13313,0.477545,0.368143,274,cnt,rep2
1731,0.621959,0.777946,531,cnt,rep3
1731,0.893838,0.343232,67,cnt,rep3
12278,0.455575,0.610135,476,cnt,rep3
328,0.702453,0.69631,390,cnt,rep2
11805,0.64122,0.321894,487,cnt,rep2
11805,0.233835,0.0303845,479,cnt,rep2
8085,0.518543,0.2181,552,cnt,rep3
4918,0.473028,0.648112,448,cnt,rep3
8412,0.478613,0.260726,142,cnt,rep2
2621,0.304281,0.434369,92,cnt,rep3
6384,0.440079,0.616682,139,cnt,rep1
6384,0.803704,0.340508,144,cnt,rep1
6384,0.78519,0.538246,150,cnt,rep1
6384,0.411494,0.456127,155,cnt,rep1
6384,0.827226,0.734059,156,cnt,rep1
13565,0.305943,0.238181,489,cnt,rep3
13565,0.51651,0.984386,560,cnt,rep3
13565,0.285791,0.501754,492,cnt,rep3
5205,0.296841,0.545945,126,cnt,rep1
5205,0.79006,0.591007,128,cnt,rep1
8493,0.378976,0.457124,142,cnt,rep2
12624,0.46174,0.208688,509,cnt,rep2
12624,0.272711,0.18263,510,cnt,rep2
11253,0.926401,0.534613,270,cnt,rep1
11253,0.30795,0.277651,280,cnt,rep1
11688,0.237574,0.0314305,479,cnt,rep2
11587,0.924734,0.542807,270,cnt,rep1
11587,0.692419,0.881762,288,cnt,rep1
6237,0.613825,0.805272,435,cnt,rep2
7267,0.509629,0.210206,552,cnt,rep3
10456,0.435538,0.469333,462,cnt,rep2
10456,0.604647,0.86469,202,cnt,rep2
10456,0.233852,0.0372971,192,cnt,rep2
10856,0.228353,0.037118,192,cnt,rep2
3541,0.515688,0.294972,83,cnt,rep1
3541,0.703647,0.824887,84,cnt,rep1
3541,0.446212,0.545755,85,cnt,rep1
8773,0.32573,0.734244,192,cnt,rep3
8773,0.531351,0.33066,194,cnt,rep3
798,0.699723,0.379827,529,cnt,rep3
798,0.326861,0.599265,390,cnt,rep3
1374,0.609854,0.656569,531,cnt,rep3
1374,0.458771,0.659992,53,cnt,rep3
6796,0.598208,0.799905,130,cnt,rep2
6188,0.331232,0.631351,163,cnt,rep3
9788,0.698192,0.417968,239,cnt,rep1
9788,0.755786,0.382209,241,cnt,rep1
570,0.516858,0.859193,390,cnt,rep2
570,0.813612,0.807335,15,cnt,rep2
570,0.246011,0.326398,18,cnt,rep2
2460,0.806061,0.94151,51,cnt,rep1
2460,0.524431,0.847279,58,cnt,rep1
9624,0.32547,0.717214,192,cnt,rep3
6152,0.668043,0.773244,435,cnt,rep2
10587,0.777267,0.542253,212,cnt,rep3
4975,0.791084,0.411672,109,cnt,rep1
4975,0.474256,0.190293,117,cnt,rep1
10693,0.230488,0.0359056,192,cnt,rep2
13804,0.597007,0.191643,522,cnt,rep2
14129,0.37379,0.413283,523,cnt,rep2
5120,0.253228,0.292242,425,cnt,rep2
11753,0.69971,0.501235,234,cnt,rep2
11753,0.638415,0.0880427,232,cnt,rep2
1083,0.666375,0.364171,390,cnt,rep2
1083,0.461795,0.736172,19,cnt,rep2
1083,0.610781,0.807548,395,cnt,rep2
5443,0.318438,0.637879,163,cnt,rep3
13894,0.8262,0.851805,358,cnt,rep1
13894,0.312958,0.240209,359,cnt,rep1
13894,0.54099,0.167263,361,cnt,rep1
14238,0.407429,0.704524,524,cnt,rep2
7131,0.694901,0.633606,170,cnt,rep1
7131,0.634066,0.0403336,176,cnt,rep1
1209,0.520008,0.718173,11,cnt,rep1
1209,0.876725,0.656206,12,cnt,rep1
5332,0.320387,0.641604,163,cnt,rep3
3175,0.520399,0.626711,105,cnt,rep3
9648,0.71427,0.697721,238,cnt,rep1
9648,0.673831,0.236837,239,cnt,rep1
9648,0.836128,0.280828,241,cnt,rep1
10499,0.231412,0.037624,192,cnt,rep2
10499,0.678795,0.220888,207,cnt,rep2
8830,0.322003,0.741311,192,cnt,rep3
8830,0.53298,0.325778,194,cnt,rep3
7074,0.474465,0.0673257,131,cnt,rep2
3939,0.322708,0.653744,543,cnt,rep3
5980,0.483815,0.243158,433,cnt,rep2
12884,0.288363,0.352749,308,cnt,rep1
9818,0.309047,0.710943,192,cnt,rep3
13181,0.303266,0.305294,489,cnt,rep3
964,0.593947,0.352625,390,cnt,rep2
964,0.421291,0.693234,19,cnt,rep2
964,0.784556,0.857923,24,cnt,rep2
964,0.647661,0.941941,25,cnt,rep2
964,0.398554,0.580745,393,cnt,rep2
1067,0.697629,0.400489,390,cnt,rep2
1067,0.457005,0.720393,19,cnt,rep2
1067,0.600469,0.803002,395,cnt,rep2
11603,0.305545,0.576658,221,cnt,rep3
4355,0.922865,0.36422,96,cnt,rep1
4355,0.901014,0.476338,101,cnt,rep1
9771,0.415616,0.413054,458,cnt,rep2
9771,0.218295,0.039678,157,cnt,rep2
4492,0.737529,0.940155,101,cnt,rep2
4492,0.262485,0.288447,425,cnt,rep2
626,0.607307,0.799668,390,cnt,rep2
626,0.398655,0.941306,14,cnt,rep2
211,0.480875,0.580793,3,cnt,rep1
12560,0.289267,0.370326,308,cnt,rep1
12560,0.760015,0.0336714,322,cnt,rep1
12560,0.768665,0.973207,321,cnt,rep1
13320,0.603853,0.825809,344,cnt,rep1
13320,0.41847,0.315163,345,cnt,rep1
7111,0.697633,0.61578,170,cnt,rep1
7111,0.416057,0.655799,179,cnt,rep1
7111,0.289004,0.558668,183,cnt,rep1
7111,0.622603,0.0617904,176,cnt,rep1
6048,0.339527,0.630012,163,cnt,rep3
5087,0.265078,0.302082,425,cnt,rep2
5626,0.649625,0.886678,139,cnt,rep1
1166,0.738309,0.0850503,3,cnt,rep1
1166,0.595862,0.723529,11,cnt,rep1
8945,0.311209,0.567587,221,cnt,rep1
8945,0.855826,0.673181,222,cnt,rep1
1621,0.671458,0.55005,13,cnt,rep1
1621,0.935523,0.638739,18,cnt,rep1
1621,0.644749,0.825698,22,cnt,rep1
1621,0.301495,0.578939,25,cnt,rep1
1621,0.877152,0.724988,27,cnt,rep1
580,0.686867,0.220212,8,cnt,rep3
580,0.336009,0.603943,390,cnt,rep3
8190,0.697644,0.386878,195,cnt,rep1
8190,0.726842,0.284298,200,cnt,rep1
8190,0.430052,0.687615,204,cnt,rep1
6423,0.322117,0.628675,163,cnt,rep3
10850,0.292168,0.412781,470,cnt,rep3
9417,0.324027,0.736056,192,cnt,rep3
14717,0.894311,0.707337,379,cnt,rep1
285,0.757628,0.592778,390,cnt,rep2
2336,0.553096,0.736121,71,cnt,rep3
2336,0.826413,0.0824605,79,cnt,rep3
2336,0.746627,0.371086,538,cnt,rep3
4875,0.4652,0.656687,448,cnt,rep3
2242,0.781576,0.818474,49,cnt,rep1
2242,0.712642,0.179854,50,cnt,rep1
2242,0.824357,0.9321,51,cnt,rep1
2242,0.51581,0.26106,45,cnt,rep1
6782,0.546173,0.804381,130,cnt,rep2
13183,0.433527,0.228731,274,cnt,rep2
10793,0.361112,0.818187,264,cnt,rep1
10793,0.817475,0.318959,266,cnt,rep1
10793,0.46729,0.334901,268,cnt,rep1
10793,0.855993,0.168928,269,cnt,rep1
12652,0.46852,0.191816,509,cnt,rep2
12652,0.776366,0.798185,511,cnt,rep2
6585,0.482201,0.780182,130,cnt,rep2
13262,0.283766,0.429767,308,cnt,rep1
864,0.701357,0.396228,529,cnt,rep3
864,0.521476,0.22623,27,cnt,rep3
864,0.432966,0.591588,28,cnt,rep3
10782,0.231467,0.0357479,192,cnt,rep2
11550,0.921004,0.53338,270,cnt,rep1
4193,0.739888,0.497342,95,cnt,rep1
4193,0.940777,0.365317,96,cnt,rep1
4193,0.753666,0.114175,97,cnt,rep1
4298,0.724123,0.712054,438,cnt,rep3
8732,0.664896,0.283359,159,cnt,rep2
8271,0.728179,0.509979,195,cnt,rep1
8271,0.794207,0.459385,200,cnt,rep1
8271,0.434609,0.459459,204,cnt,rep1
9593,0.322015,0.715553,192,cnt,rep3
13035,0.488607,0.268651,274,cnt,rep2
14929,0.445417,0.498103,383,cnt,rep1
6055,0.488363,0.20843,433,cnt,rep2
7783,0.50475,0.214807,552,cnt,rep3
3453,0.420193,0.195948,82,cnt,rep1
13745,0.598952,0.189156,522,cnt,rep2
10965,0.589828,0.821937,215,cnt,rep2
10965,0.232255,0.0354431,192,cnt,rep2
9440,0.505646,0.246571,234,cnt,rep1
9440,0.85601,0.399821,235,cnt,rep1
13895,0.826429,0.855207,358,cnt,rep1
13895,0.312542,0.239517,359,cnt,rep1
13895,0.536606,0.165306,361,cnt,rep1
8072,0.67388,0.322497,195,cnt,rep1
8072,0.911069,0.624479,199,cnt,rep1
8072,0.685011,0.156805,200,cnt,rep1
6103,0.671128,0.73049,139,cnt,rep1
6103,0.777037,0.371276,144,cnt,rep1
6103,0.291917,0.629937,147,cnt,rep1
6103,0.790063,0.511025,150,cnt,rep1
6094,0.324406,0.630901,163,cnt,rep3
11803,0.640941,0.320119,487,cnt,rep2
407,0.646592,0.601081,3,cnt,rep1
407,0.398607,0.916078,4,cnt,rep1
11924,0.746197,0.442363,288,cnt,rep1
11924,0.902624,0.549964,270,cnt,rep1
4387,0.298527,0.422089,133,cnt,rep3
4387,0.711465,0.339985,440,cnt,rep3
965,0.694252,0.180182,3,cnt,rep1
965,0.923246,0.396336,9,cnt,rep1
965,0.779631,0.617981,11,cnt,rep1
8551,0.510251,0.478472,200,cnt,rep1
8551,0.887721,0.487865,210,cnt,rep1
6850,0.798449,0.546837,150,cnt,rep1
6850,0.667056,0.69745,164,cnt,rep1
6850,0.601961,0.271574,168,cnt,rep1
697,0.740605,0.532257,3,cnt,rep1
697,0.312078,0.521392,6,cnt,rep1
467,0.662032,0.672103,3,cnt,rep1
467,0.412419,0.950096,4,cnt,rep1
11878,0.649402,0.544122,487,cnt,rep2
8728,0.324873,0.740281,192,cnt,rep3
13459,0.540305,0.346415,348,cnt,rep1
4225,0.937979,0.345898,96,cnt,rep1
4225,0.77147,0.1064,97,cnt,rep1
8275,0.294115,0.603431,190,cnt,rep3
13731,0.589523,0.277716,522,cnt,rep2
7673,0.283745,0.556898,186,cnt,rep1
11561,0.236278,0.0319626,479,cnt,rep2
1058,0.691521,0.179426,3,cnt,rep1
1058,0.697499,0.780154,11,cnt,rep1
6185,0.630448,0.63647,139,cnt,rep1
6185,0.768475,0.374869,144,cnt,rep1
6185,0.779335,0.508977,150,cnt,rep1
7398,0.508005,0.210206,552,cnt,rep3
10699,0.740488,0.270006,252,cnt,rep1
10699,0.361027,0.816621,264,cnt,rep1
10699,0.777429,0.0681089,265,cnt,rep1
3816,0.821357,0.558986,85,cnt,rep1
5853,0.329149,0.633886,163,cnt,rep3
5853,0.307755,0.540055,170,cnt,rep3
7650,0.284835,0.553789,186,cnt,rep1
10362,0.78736,0.369492,252,cnt,rep1
10362,0.663312,0.848866,254,cnt,rep1
6574,0.321359,0.632008,163,cnt,rep3
1938,0.623786,0.688201,13,cnt,rep1
1938,0.655259,0.864183,35,cnt,rep1
1938,0.941142,0.507048,28,cnt,rep1
1938,0.45393,0.731915,31,cnt,rep1
1938,0.897175,0.592013,18,cnt,rep1
14120,0.378234,0.406717,523,cnt,rep2
6637,0.470139,0.749066,130,cnt,rep2
5569,0.321547,0.635687,163,cnt,rep3
13979,0.82749,0.738892,240,cnt,rep3
13469,0.542018,0.37247,348,cnt,rep1
334,0.570705,0.608573,3,cnt,rep1
334,0.406026,0.947845,4,cnt,rep1
9401,0.463174,0.316197,234,cnt,rep1
9401,0.798834,0.448209,235,cnt,rep1
9401,0.730924,0.793244,230,cnt,rep1
2762,0.602033,0.0900384,52,cnt,rep1
2762,0.827303,0.464676,66,cnt,rep1
2762,0.588234,0.866413,67,cnt,rep1
6426,0.478731,0.676887,139,cnt,rep1
6426,0.786171,0.534125,150,cnt,rep1
6426,0.423286,0.531446,155,cnt,rep1
6426,0.818559,0.846882,156,cnt,rep1
6426,0.798688,0.330468,144,cnt,rep1
7598,0.287452,0.565003,186,cnt,rep1
2560,0.449748,0.662909,89,cnt,rep3
2560,0.922541,0.295127,90,cnt,rep3
12169,0.347434,0.598632,475,cnt,rep3
8105,0.519856,0.217789,552,cnt,rep3
7379,0.29599,0.602007,183,cnt,rep1
7379,0.712483,0.41881,170,cnt,rep1
8936,0.310508,0.56937,221,cnt,rep1
8936,0.859365,0.70673,222,cnt,rep1
9397,0.466095,0.30883,234,cnt,rep1
9397,0.792761,0.444563,235,cnt,rep1
9397,0.731715,0.787373,230,cnt,rep1
830,0.587351,0.218659,390,cnt,rep2
830,0.400445,0.683903,19,cnt,rep2
13493,0.308916,0.263676,489,cnt,rep3
5463,0.399821,0.73435,135,cnt,rep1
5463,0.686653,0.0642521,137,cnt,rep1
5463,0.808636,0.417241,129,cnt,rep1
10013,0.310744,0.717469,192,cnt,rep3
13523,0.30938,0.295834,354,cnt,rep1
4093,0.865735,0.581347,85,cnt,rep1
4093,0.684975,0.422275,95,cnt,rep1
4093,0.812965,0.490172,93,cnt,rep1
7742,0.707085,0.0822963,190,cnt,rep1
7170,0.67144,0.631158,170,cnt,rep1
7170,0.374092,0.775756,179,cnt,rep1
7170,0.632596,0.0451446,176,cnt,rep1
3883,0.599654,0.642132,419,cnt,rep2
407,0.697424,0.365849,8,cnt,rep3
407,0.923326,0.292623,9,cnt,rep3
407,0.766872,0.398214,388,cnt,rep3
6135,0.326169,0.628602,163,cnt,rep3
13332,0.606585,0.80344,344,cnt,rep1
8602,0.32242,0.730878,192,cnt,rep3
5514,0.688816,0.0579065,137,cnt,rep1
5514,0.811174,0.414584,129,cnt,rep1
2032,0.882019,0.577534,18,cnt,rep1
2032,0.82599,0.638827,13,cnt,rep1
2032,0.531758,0.864426,42,cnt,rep1
2032,0.816043,0.0596677,43,cnt,rep1
13353,0.295221,0.354474,489,cnt,rep3
9902,0.31211,0.714109,192,cnt,rep3
14849,0.455215,0.594013,383,cnt,rep1
13300,0.280008,0.567802,308,cnt,rep1
13300,0.596167,0.847507,344,cnt,rep1
13300,0.923178,0.405237,346,cnt,rep1
9277,0.32149,0.733668,192,cnt,rep3
5820,0.41405,0.574499,433,cnt,rep2
5956,0.336209,0.63674,163,cnt,rep3
4221,0.705852,0.289253,437,cnt,rep3
12578,0.415229,0.491802,479,cnt,rep3
4632,0.277244,0.300702,425,cnt,rep2
4632,0.624247,0.227432,427,cnt,rep2
11444,0.49829,0.753936,478,cnt,rep2
6464,0.792962,0.523758,150,cnt,rep1
6464,0.42795,0.599409,155,cnt,rep1
6464,0.719267,0.931651,156,cnt,rep1
6464,0.806779,0.340889,144,cnt,rep1
13235,0.492699,0.183801,274,cnt,rep2
13235,0.646369,0.529196,282,cnt,rep2
7134,0.692258,0.639569,170,cnt,rep1
7134,0.630672,0.0411198,176,cnt,rep1
7134,0.288113,0.577935,183,cnt,rep1
6611,0.321416,0.636038,163,cnt,rep3
4722,0.276919,0.299868,425,cnt,rep2
9971,0.315028,0.717893,192,cnt,rep3
7727,0.509211,0.218898,552,cnt,rep3
5563,0.255278,0.304059,425,cnt,rep2
5563,0.686028,0.666725,433,cnt,rep2
13767,0.786149,0.499752,357,cnt,rep1
13767,0.81468,0.900093,358,cnt,rep1
13767,0.318295,0.219363,359,cnt,rep1
6521,0.324017,0.631531,163,cnt,rep3
12296,0.773166,0.39479,307,cnt,rep1
12296,0.287025,0.418982,308,cnt,rep1
12296,0.454886,0.461851,304,cnt,rep1
12210,0.418735,0.599108,476,cnt,rep3
11949,0.740287,0.441073,288,cnt,rep1
11949,0.912058,0.556105,270,cnt,rep1
11949,0.84953,0.790401,301,cnt,rep1
5254,0.244029,0.27856,425,cnt,rep2
13198,0.292815,0.352096,308,cnt,rep1
13198,0.746455,0.254846,339,cnt,rep1
1987,0.302166,0.660169,407,cnt,rep3
1987,0.608242,0.835435,71,cnt,rep3
1987,0.433122,0.421347,74,cnt,rep3
10309,0.472546,0.415817,462,cnt,rep2
5426,0.338022,0.795654,135,cnt,rep1
5426,0.646374,0.0551294,137,cnt,rep1
5426,0.807381,0.408602,129,cnt,rep1
2477,0.828175,0.0874099,79,cnt,rep3
2477,0.708998,0.772757,539,cnt,rep3
2477,0.319523,0.654537,87,cnt,rep3
9807,0.397978,0.480084,458,cnt,rep2
9807,0.219584,0.0411376,157,cnt,rep2
5208,0.251428,0.286502,425,cnt,rep2
13489,0.475677,0.195249,519,cnt,rep2
13098,0.287626,0.360186,308,cnt,rep1
13098,0.788939,0.48302,336,cnt,rep1
6292,0.464557,0.567887,139,cnt,rep1
6292,0.791488,0.342789,144,cnt,rep1
6292,0.789868,0.537562,150,cnt,rep1
6292,0.516717,0.422883,153,cnt,rep1
6292,0.689436,0.866303,154,cnt,rep1
10418,0.787921,0.322937,252,cnt,rep1
1894,0.692578,0.695844,13,cnt,rep1
1894,0.541629,0.760207,31,cnt,rep1
1894,0.656944,0.86116,35,cnt,rep1
1894,0.926297,0.514076,28,cnt,rep1
1894,0.899168,0.586802,18,cnt,rep1
8468,0.438905,0.384889,142,cnt,rep2
8468,0.333634,0.111805,447,cnt,rep2
1559,0.624589,0.742886,19,cnt,rep2
1559,0.586177,0.645168,399,cnt,rep2
1559,0.621636,0.302469,398,cnt,rep2
1027,0.807108,0.409363,531,cnt,rep3
1027,0.842663,0.85091,37,cnt,rep3
12360,0.610589,0.791113,502,cnt,rep2
10429,0.452051,0.44029,462,cnt,rep2
10429,0.231779,0.0382709,192,cnt,rep2
7638,0.508791,0.217407,552,cnt,rep3
4761,0.745928,0.646084,546,cnt,rep3
9280,0.721909,0.442456,223,cnt,rep1
9280,0.560048,0.798099,230,cnt,rep1
9652,0.677178,0.237799,239,cnt,rep1
9652,0.827095,0.276647,241,cnt,rep1
2727,0.649343,0.651987,93,cnt,rep3
1174,0.745882,0.455477,531,cnt,rep3
11849,0.759488,0.529002,288,cnt,rep1
11849,0.687263,0.185649,295,cnt,rep1
11849,0.91542,0.536156,270,cnt,rep1
10976,0.356425,0.842879,264,cnt,rep1
10976,0.937827,0.531365,270,cnt,rep1
10976,0.817511,0.350467,272,cnt,rep1
10976,0.370452,0.720275,274,cnt,rep1
10976,0.820052,0.237551,273,cnt,rep1
6018,0.49046,0.224404,433,cnt,rep2
11616,0.298074,0.579539,221,cnt,rep3
4945,0.794221,0.513283,109,cnt,rep1
4945,0.467792,0.19478,117,cnt,rep1
4945,0.328335,0.715748,116,cnt,rep1
9865,0.623767,0.214168,459,cnt,rep2
10411,0.791988,0.315274,252,cnt,rep1
6389,0.442991,0.615493,139,cnt,rep1
6389,0.804784,0.338829,144,cnt,rep1
6389,0.78443,0.534648,150,cnt,rep1
6389,0.410613,0.441656,155,cnt,rep1
6389,0.831603,0.745288,156,cnt,rep1
6389,0.779359,0.739996,158,cnt,rep1
3683,0.705544,0.0693493,429,cnt,rep3
5770,0.642268,0.876677,139,cnt,rep1
5770,0.833669,0.41618,129,cnt,rep1
5770,0.303346,0.652304,141,cnt,rep1
5284,0.326641,0.634757,163,cnt,rep3
12520,0.488128,0.127907,227,cnt,rep3
13244,0.27517,0.397435,308,cnt,rep1
13244,0.674474,0.0390404,341,cnt,rep1
907,0.541062,0.212847,27,cnt,rep3
907,0.695439,0.794588,31,cnt,rep3
5189,0.251782,0.293019,425,cnt,rep2
3320,0.697218,0.504083,110,cnt,rep3
3806,0.820593,0.561996,85,cnt,rep1
6522,0.324023,0.631766,163,cnt,rep3
10456,0.788313,0.319605,252,cnt,rep1
9746,0.423681,0.381873,458,cnt,rep2
9746,0.21741,0.0402445,157,cnt,rep2
4625,0.931256,0.347444,96,cnt,rep1
4625,0.640275,0.91109,109,cnt,rep1
4625,0.546529,0.204388,104,cnt,rep1
995,0.616203,0.385029,390,cnt,rep2
995,0.428842,0.706298,19,cnt,rep2
995,0.648315,0.942745,25,cnt,rep2
995,0.513894,0.171337,26,cnt,rep2
6371,0.399661,0.545992,139,cnt,rep1
6371,0.80459,0.335741,144,cnt,rep1
6371,0.784795,0.528996,150,cnt,rep1
6371,0.391687,0.396559,155,cnt,rep1
6371,0.844953,0.645656,156,cnt,rep1
6371,0.479706,0.935818,157,cnt,rep1
