frame,x,y,trajectory,treatment,rep
3684,0.755231,0.386716,86,cnt,rep1
11562,0.922531,0.534248,270,cnt,rep1
11562,0.863916,0.227375,287,cnt,rep1
14695,0.61972,0.472585,296,cnt,rep2
4999,0.272259,0.299149,425,cnt,rep2
2986,0.859835,0.160424,65,cnt,rep1
4023,0.684806,0.462242,436,cnt,rep3
6750,0.801388,0.522481,150,cnt,rep1
6750,0.572096,0.688983,164,cnt,rep1
6750,0.554873,0.369273,166,cnt,rep1
1444,0.631214,0.710177,19,cnt,rep2
1444,0.686065,0.501493,398,cnt,rep2
9110,0.820122,0.534107,223,cnt,rep1
9110,0.622551,0.858342,227,cnt,rep1
1848,0.581334,0.369751,19,cnt,rep2
1848,0.667254,0.772178,400,cnt,rep2
10197,0.451831,0.685237,207,cnt,rep3
6771,0.321803,0.66787,163,cnt,rep3
1878,0.635477,0.184714,535,cnt,rep3
1878,0.310417,0.736696,407,cnt,rep3
1878,0.544162,0.846381,71,cnt,rep3
503,0.663283,0.682581,3,cnt,rep1
503,0.417373,0.93365,4,cnt,rep1
9447,0.688342,0.970423,170,cnt,rep2
9447,0.211474,0.0382824,157,cnt,rep2
9447,0.342224,0.341215,171,cnt,rep2
14983,0.490979,0.432858,383,cnt,rep1
557,0.537798,0.847366,390,cnt,rep2
557,0.385818,0.919581,14,cnt,rep2
557,0.82075,0.814458,15,cnt,rep2
5115,0.935711,0.370003,122,cnt,rep1
606,0.580439,0.813481,390,cnt,rep2
606,0.248181,0.352565,18,cnt,rep2
606,0.403989,0.946436,14,cnt,rep2
1827,0.398157,0.879258,402,cnt,rep3
3549,0.495346,0.310735,83,cnt,rep1
3549,0.699127,0.836029,84,cnt,rep1
3549,0.453149,0.561644,85,cnt,rep1
6199,0.328453,0.631285,163,cnt,rep3
2474,0.806129,0.938265,51,cnt,rep1
2474,0.521811,0.879698,58,cnt,rep1
1323,0.571663,0.800779,19,cnt,rep2
1323,0.594864,0.274292,42,cnt,rep2
1323,0.686345,0.673998,43,cnt,rep2
13557,0.485664,0.181792,519,cnt,rep2
13557,0.614671,0.577231,289,cnt,rep2
10095,0.924015,0.626876,249,cnt,rep1
9409,0.739751,0.85428,456,cnt,rep2
13096,0.459827,0.376354,274,cnt,rep2
13096,0.377965,0.618928,281,cnt,rep2
11725,0.91422,0.537611,270,cnt,rep1
11725,0.787947,0.910475,290,cnt,rep1
11725,0.777324,0.658879,288,cnt,rep1
9243,0.325762,0.730049,192,cnt,rep3
10999,0.636128,0.21556,470,cnt,rep2
10999,0.231206,0.0354,192,cnt,rep2
4687,0.930711,0.338835,96,cnt,rep1
4687,0.648487,0.876891,109,cnt,rep1
7251,0.625033,0.747132,170,cnt,rep1
7251,0.628992,0.0534253,176,cnt,rep1
7251,0.33018,0.735645,179,cnt,rep1
3080,0.849327,0.180865,65,cnt,rep1
9223,0.325204,0.731817,192,cnt,rep3
10448,0.788046,0.317939,252,cnt,rep1
14600,0.778664,0.321005,375,cnt,rep1
4234,0.755064,0.920342,101,cnt,rep2
13291,0.28895,0.348465,489,cnt,rep3
10002,0.69401,0.447172,239,cnt,rep1
14396,0.563232,0.793887,372,cnt,rep1
14396,0.726022,0.610637,370,cnt,rep1
13397,0.290227,0.328832,489,cnt,rep3
3050,0.849231,0.17171,65,cnt,rep1
14648,0.614519,0.292045,296,cnt,rep2
14648,0.7366,0.729634,526,cnt,rep2
898,0.700457,0.172097,3,cnt,rep1
898,0.931532,0.345733,9,cnt,rep1
14588,0.7721,0.278859,375,cnt,rep1
1096,0.832174,0.856875,37,cnt,rep3
1096,0.776349,0.443471,531,cnt,rep3
1096,0.783881,0.603995,46,cnt,rep3
11614,0.920385,0.533219,270,cnt,rep1
11614,0.697002,0.8843,288,cnt,rep1
11614,0.830804,0.861049,289,cnt,rep1
4133,0.66761,0.199061,437,cnt,rep3
6472,0.329417,0.631182,163,cnt,rep3
1748,0.730048,0.415988,13,cnt,rep1
1748,0.910817,0.622007,18,cnt,rep1
5322,0.761374,0.623269,128,cnt,rep1
5322,0.811974,0.376944,129,cnt,rep1
4714,0.654286,0.842856,109,cnt,rep1
4714,0.901311,0.354271,96,cnt,rep1
11230,0.930171,0.540017,270,cnt,rep1
11230,0.291503,0.258084,280,cnt,rep1
13880,0.590578,0.191327,522,cnt,rep2
1839,0.704908,0.588868,13,cnt,rep1
1839,0.937725,0.539541,28,cnt,rep1
1839,0.866847,0.594656,18,cnt,rep1
1839,0.498304,0.816295,31,cnt,rep1
1346,0.445628,0.81629,11,cnt,rep1
1346,0.80819,0.966261,15,cnt,rep1
1346,0.451428,0.387244,13,cnt,rep1
1346,0.841746,0.119573,17,cnt,rep1
10564,0.783573,0.316375,252,cnt,rep1
10564,0.774928,0.456115,260,cnt,rep1
10564,0.496553,0.289513,257,cnt,rep1
6710,0.505498,0.69984,130,cnt,rep2
5315,0.763554,0.614852,128,cnt,rep1
5315,0.805841,0.374957,129,cnt,rep1
5739,0.324535,0.632816,163,cnt,rep3
5739,0.308942,0.541467,170,cnt,rep3
1755,0.680265,0.592861,19,cnt,rep2
3986,0.812788,0.781592,101,cnt,rep2
5282,0.765762,0.588098,128,cnt,rep1
5282,0.804535,0.378351,129,cnt,rep1
3336,0.290071,0.426228,425,cnt,rep3
14246,0.821329,0.784585,369,cnt,rep1
14246,0.411507,0.136952,371,cnt,rep1
14246,0.758509,0.713304,370,cnt,rep1
1862,0.59136,0.371695,19,cnt,rep2
2105,0.426375,0.680504,59,cnt,rep2
2105,0.64965,0.293387,19,cnt,rep2
9499,0.32211,0.721215,192,cnt,rep3
10069,0.304494,0.714594,192,cnt,rep3
374,0.663959,0.742288,390,cnt,rep2
374,0.788622,0.763043,11,cnt,rep2
10860,0.232895,0.0358722,192,cnt,rep2
3148,0.5132,0.0330788,78,cnt,rep2
10544,0.787457,0.314781,252,cnt,rep1
10544,0.747476,0.44829,260,cnt,rep1
969,0.797978,0.222899,35,cnt,rep3
4168,0.766082,0.885271,101,cnt,rep2
4168,0.343984,0.465418,424,cnt,rep2
14803,0.436216,0.545629,382,cnt,rep1
13411,0.413942,0.148106,352,cnt,rep1
6779,0.557904,0.813311,130,cnt,rep2
8234,0.302731,0.586985,190,cnt,rep3
9811,0.702084,0.504822,239,cnt,rep1
8993,0.323891,0.731233,192,cnt,rep3
7535,0.519956,0.210688,552,cnt,rep3
4138,0.719601,0.455006,95,cnt,rep1
4138,0.860567,0.501362,85,cnt,rep1
8878,0.211414,0.0382558,157,cnt,rep2
11632,0.922048,0.548748,270,cnt,rep1
11632,0.809352,0.841356,289,cnt,rep1
11632,0.718003,0.832404,288,cnt,rep1
6177,0.658569,0.776852,435,cnt,rep2
10583,0.789247,0.306431,252,cnt,rep1
10583,0.48407,0.307981,257,cnt,rep1
1942,0.62077,0.660595,13,cnt,rep1
1942,0.936015,0.503742,28,cnt,rep1
1942,0.459705,0.728237,31,cnt,rep1
1942,0.897836,0.592189,18,cnt,rep1
13869,0.59171,0.191704,522,cnt,rep2
5886,0.320969,0.632111,163,cnt,rep3
5886,0.313355,0.538867,170,cnt,rep3
9187,0.322836,0.740706,192,cnt,rep3
2954,0.854279,0.164885,65,cnt,rep1
452,0.688193,0.347293,8,cnt,rep3
452,0.928038,0.314429,9,cnt,rep3
452,0.338218,0.598634,390,cnt,rep3
8049,0.521039,0.216742,552,cnt,rep3
4022,0.525684,0.119491,103,cnt,rep2
4022,0.813411,0.781342,101,cnt,rep2
4022,0.392865,0.589172,422,cnt,rep2
2231,0.430474,0.545846,59,cnt,rep2
2231,0.614358,0.628663,19,cnt,rep2
2517,0.800609,0.94055,51,cnt,rep1
2517,0.52671,0.90773,58,cnt,rep1
2517,0.596224,0.0735914,52,cnt,rep1
4071,0.866805,0.599821,85,cnt,rep1
4071,0.81505,0.490693,93,cnt,rep1
4071,0.695369,0.388797,95,cnt,rep1
10419,0.787849,0.321554,252,cnt,rep1
11049,0.347004,0.813933,264,cnt,rep1
11049,0.922815,0.538505,270,cnt,rep1
5505,0.327285,0.638187,163,cnt,rep3
13528,0.315754,0.254594,489,cnt,rep3
13528,0.517988,0.984004,560,cnt,rep3
13954,0.836132,0.836644,358,cnt,rep1
13954,0.319943,0.233915,359,cnt,rep1
10667,0.362946,0.423486,213,cnt,rep3
10667,0.496123,0.839991,214,cnt,rep3
3854,0.819566,0.560443,85,cnt,rep1
5001,0.480337,0.664508,448,cnt,rep3
5348,0.319866,0.639112,163,cnt,rep3
2064,0.689137,0.432422,19,cnt,rep2
2064,0.41896,0.705815,59,cnt,rep2
2573,0.553888,0.757558,415,cnt,rep3
2573,0.31859,0.458357,91,cnt,rep3
13360,0.451914,0.557262,274,cnt,rep2
10023,0.315116,0.71786,192,cnt,rep3
235,0.492589,0.575145,3,cnt,rep1
3992,0.842483,0.144771,92,cnt,rep1
3992,0.870357,0.58742,85,cnt,rep1
3992,0.813664,0.49312,93,cnt,rep1
8608,0.40453,0.318571,450,cnt,rep2
8608,0.368965,0.593025,451,cnt,rep2
7638,0.270973,0.564792,186,cnt,rep1
10745,0.233116,0.0365765,192,cnt,rep2
2538,0.449973,0.65824,89,cnt,rep3
2538,0.916865,0.286275,90,cnt,rep3
5600,0.815279,0.415821,129,cnt,rep1
5600,0.652602,0.956103,139,cnt,rep1
13410,0.426211,0.771008,274,cnt,rep2
6041,0.338004,0.630648,163,cnt,rep3
13949,0.841803,0.728938,240,cnt,rep3
9093,0.826232,0.559152,223,cnt,rep1
5294,0.323718,0.637172,163,cnt,rep3
13092,0.470171,0.373658,274,cnt,rep2
13294,0.292486,0.347764,489,cnt,rep3
6630,0.79386,0.530106,150,cnt,rep1
6630,0.284662,0.380763,163,cnt,rep1
6630,0.637318,0.869872,164,cnt,rep1
6630,0.796434,0.182971,162,cnt,rep1
599,0.5685,0.815825,390,cnt,rep2
599,0.817525,0.835051,15,cnt,rep2
599,0.245518,0.357119,18,cnt,rep2
7390,0.510967,0.213993,552,cnt,rep3
1039,0.687828,0.180879,3,cnt,rep1
1039,0.72411,0.726694,11,cnt,rep1
1039,0.898045,0.427853,9,cnt,rep1
6250,0.529326,0.595277,139,cnt,rep1
6250,0.767116,0.35347,144,cnt,rep1
6250,0.780908,0.520959,150,cnt,rep1
6250,0.512749,0.418033,153,cnt,rep1
3458,0.448294,0.214024,82,cnt,rep2
685,0.808994,0.386887,19,cnt,rep3
685,0.331144,0.626185,390,cnt,rep3
6600,0.475678,0.771856,130,cnt,rep2
11435,0.919664,0.539266,270,cnt,rep1
11435,0.802394,0.563039,283,cnt,rep1
5641,0.5812,0.770885,433,cnt,rep2
8410,0.480088,0.257731,142,cnt,rep2
12449,0.482327,0.220218,254,cnt,rep2
12449,0.44306,0.202129,506,cnt,rep2
1665,0.590906,0.804617,53,cnt,rep2
5858,0.661214,0.868509,139,cnt,rep1
5858,0.919123,0.563664,142,cnt,rep1
8291,0.73139,0.52096,195,cnt,rep1
8291,0.777187,0.494143,200,cnt,rep1
8291,0.456238,0.379827,204,cnt,rep1
9866,0.322333,0.714458,192,cnt,rep3
4811,0.660702,0.663085,109,cnt,rep1
4811,0.681684,0.951745,112,cnt,rep1
4811,0.852023,0.660086,113,cnt,rep1
4811,0.757994,0.931747,111,cnt,rep1
11061,0.342393,0.80242,264,cnt,rep1
11061,0.915381,0.535371,270,cnt,rep1
7594,0.288452,0.566699,186,cnt,rep1
1477,0.630916,0.713193,19,cnt,rep2
1477,0.720428,0.489348,398,cnt,rep2
1477,0.55798,0.685193,53,cnt,rep2
1477,0.627028,0.472964,399,cnt,rep2
4351,0.92371,0.362545,96,cnt,rep1
4351,0.902414,0.4685,101,cnt,rep1
8244,0.720336,0.46945,195,cnt,rep1
8244,0.794055,0.375884,200,cnt,rep1
8244,0.425892,0.535411,204,cnt,rep1
13779,0.777161,0.492656,357,cnt,rep1
13779,0.817515,0.898037,358,cnt,rep1
13779,0.313523,0.219316,359,cnt,rep1
4738,0.63968,0.812576,109,cnt,rep1
10219,0.457954,0.685814,207,cnt,rep3
1059,0.844101,0.867553,37,cnt,rep3
1059,0.792372,0.400479,531,cnt,rep3
5203,0.500755,0.639005,160,cnt,rep3
8668,0.817256,0.769773,213,cnt,rep1
8668,0.845424,0.0676549,215,cnt,rep1
11435,0.491859,0.736705,478,cnt,rep2
1232,0.579486,0.20969,390,cnt,rep2
1232,0.516556,0.782181,19,cnt,rep2
1232,0.357826,0.407687,37,cnt,rep2
7869,0.814688,0.867371,194,cnt,rep1
5459,0.249192,0.288426,425,cnt,rep2
5459,0.701939,0.477982,433,cnt,rep2
10378,0.489719,0.452654,462,cnt,rep2
10378,0.792374,0.120406,197,cnt,rep2
10378,0.228473,0.0396085,192,cnt,rep2
5704,0.529993,0.78169,433,cnt,rep2
12853,0.281892,0.352939,308,cnt,rep1
12853,0.348939,0.320708,329,cnt,rep1
14286,0.464163,0.774921,372,cnt,rep1
14286,0.766544,0.704138,370,cnt,rep1
10109,0.913736,0.602524,249,cnt,rep1
1099,0.646876,0.362669,390,cnt,rep2
1099,0.469662,0.730518,19,cnt,rep2
1099,0.638777,0.764082,395,cnt,rep2
7698,0.513666,0.215757,552,cnt,rep3
849,0.58273,0.211442,390,cnt,rep2
849,0.40272,0.682937,19,cnt,rep2
10426,0.449014,0.439927,462,cnt,rep2
10426,0.232266,0.0381431,192,cnt,rep2
4043,0.661145,0.177301,437,cnt,rep3
11947,0.735572,0.440426,288,cnt,rep1
11947,0.912092,0.554383,270,cnt,rep1
11947,0.861774,0.794219,301,cnt,rep1
13818,0.596513,0.184419,522,cnt,rep2
10870,0.36043,0.840255,264,cnt,rep1
10870,0.938933,0.53553,270,cnt,rep1
10870,0.836316,0.181447,269,cnt,rep1
10870,0.494066,0.28972,268,cnt,rep1
10870,0.490916,0.184428,271,cnt,rep1
10870,0.813851,0.333846,272,cnt,rep1
8411,0.688883,0.697732,200,cnt,rep1
5370,0.246166,0.289235,425,cnt,rep2
5427,0.318687,0.639326,163,cnt,rep3
2782,0.587563,0.097462,52,cnt,rep1
2782,0.823812,0.42607,66,cnt,rep1
12880,0.28762,0.349421,308,cnt,rep1
4413,0.297984,0.420971,133,cnt,rep3
4413,0.638928,0.252626,136,cnt,rep3
5536,0.317329,0.635821,163,cnt,rep3
11466,0.80433,0.134768,480,cnt,rep2
5302,0.319211,0.636163,163,cnt,rep3
9129,0.320665,0.728509,192,cnt,rep3
9427,0.477147,0.257877,234,cnt,rep1
9427,0.577564,0.835237,237,cnt,rep1
4722,0.706334,0.708231,546,cnt,rep3
2048,0.312561,0.658838,407,cnt,rep3
2048,0.649458,0.745891,71,cnt,rep3
13871,0.823,0.85201,358,cnt,rep1
13871,0.315651,0.235198,359,cnt,rep1
13871,0.549998,0.171041,361,cnt,rep1
3880,0.819952,0.563923,85,cnt,rep1
3880,0.794773,0.959463,89,cnt,rep1
1183,0.590596,0.293634,390,cnt,rep2
1183,0.499538,0.782321,19,cnt,rep2
1183,0.580791,0.101881,35,cnt,rep2
365,0.669498,0.728197,390,cnt,rep2
365,0.7887,0.778324,11,cnt,rep2
3586,0.461799,0.418433,83,cnt,rep1
3586,0.477741,0.63239,85,cnt,rep1
6525,0.790817,0.547503,150,cnt,rep1
6525,0.666909,0.932445,156,cnt,rep1
6525,0.816435,0.316981,144,cnt,rep1
13422,0.312404,0.347323,489,cnt,rep3
6415,0.323094,0.628153,163,cnt,rep3
2504,0.818065,0.103747,79,cnt,rep3
2504,0.710337,0.787785,539,cnt,rep3
11383,0.40754,0.632374,478,cnt,rep2
10539,0.789514,0.311893,252,cnt,rep1
10539,0.746538,0.456441,260,cnt,rep1
4862,0.72872,0.549719,109,cnt,rep1
4862,0.77436,0.908473,112,cnt,rep1
805,0.679036,0.274736,3,cnt,rep1
805,0.896807,0.212505,9,cnt,rep1
3983,0.810858,0.781891,101,cnt,rep2
3983,0.6205,0.0857292,421,cnt,rep2
589,0.674758,0.215128,8,cnt,rep3
589,0.336426,0.611122,390,cnt,rep3
1439,0.678664,0.773849,531,cnt,rep3
1439,0.43433,0.517775,53,cnt,rep3
4845,0.460598,0.646338,448,cnt,rep3
7326,0.507909,0.200176,552,cnt,rep3
1840,0.399149,0.891715,402,cnt,rep3
1840,0.660613,0.18157,535,cnt,rep3
13632,0.756241,0.713905,357,cnt,rep1
13632,0.812646,0.898844,358,cnt,rep1
13632,0.320126,0.214247,359,cnt,rep1
2940,0.855502,0.164372,65,cnt,rep1
9887,0.32149,0.715122,192,cnt,rep3
14001,0.863908,0.804581,358,cnt,rep1
14001,0.47316,0.331595,363,cnt,rep1
5995,0.492324,0.239004,433,cnt,rep2
13526,0.314683,0.254012,489,cnt,rep3
13526,0.517898,0.984439,560,cnt,rep3
13237,0.285643,0.392359,308,cnt,rep1
1799,0.725788,0.527816,13,cnt,rep1
1799,0.937931,0.539623,28,cnt,rep1
1799,0.89699,0.636623,30,cnt,rep1
4692,0.270873,0.291307,425,cnt,rep2
1102,0.646215,0.375422,390,cnt,rep2
1102,0.474002,0.73539,19,cnt,rep2
1102,0.651661,0.757624,395,cnt,rep2
1657,0.68355,0.521644,13,cnt,rep1
1657,0.919819,0.633025,18,cnt,rep1
1657,0.719081,0.791322,22,cnt,rep1
1657,0.860913,0.717034,27,cnt,rep1
6836,0.800148,0.546116,150,cnt,rep1
6836,0.676464,0.721675,164,cnt,rep1
6836,0.59183,0.283508,168,cnt,rep1
4867,0.734798,0.540964,109,cnt,rep1
4867,0.794195,0.902959,112,cnt,rep1
12649,0.468722,0.186844,509,cnt,rep2
543,0.545834,0.824763,390,cnt,rep2
543,0.386604,0.907626,14,cnt,rep2
351,0.750666,0.331502,8,cnt,rep3
10917,0.23308,0.0360242,192,cnt,rep2
1504,0.61844,0.724436,19,cnt,rep2
1504,0.560566,0.692135,53,cnt,rep2
1504,0.615407,0.503952,399,cnt,rep2
1504,0.696189,0.373102,398,cnt,rep2
14273,0.709564,0.521874,242,cnt,rep3
11132,0.640316,0.17192,474,cnt,rep3
7063,0.677308,0.53028,170,cnt,rep1
7063,0.627503,0.72204,164,cnt,rep1
7063,0.599976,0.0797069,176,cnt,rep1
7063,0.408037,0.598211,179,cnt,rep1
9844,0.717086,0.552284,239,cnt,rep1
3433,0.459439,0.119167,82,cnt,rep1
8949,0.309279,0.567864,221,cnt,rep1
8949,0.860852,0.657822,222,cnt,rep1
3607,0.506026,0.655339,85,cnt,rep1
13701,0.772531,0.587003,357,cnt,rep1
13701,0.816404,0.898594,358,cnt,rep1
13701,0.313379,0.225044,359,cnt,rep1
10051,0.312392,0.71784,192,cnt,rep3
3543,0.504558,0.308211,83,cnt,rep1
3543,0.705298,0.826766,84,cnt,rep1
3543,0.447793,0.550813,85,cnt,rep1
11844,0.627601,0.377589,487,cnt,rep2
11844,0.235083,0.0304258,479,cnt,rep2
2141,0.421984,0.654189,59,cnt,rep2
2141,0.598025,0.303976,19,cnt,rep2
12380,0.516209,0.19607,559,cnt,rep3
1589,0.648026,0.606299,13,cnt,rep1
1589,0.942554,0.619667,18,cnt,rep1
1589,0.551899,0.804157,21,cnt,rep1
1589,0.634584,0.855772,22,cnt,rep1
4306,0.74379,0.927125,101,cnt,rep2
4306,0.27963,0.275723,425,cnt,rep2
4824,0.671185,0.606893,109,cnt,rep1
4824,0.706129,0.955649,112,cnt,rep1
4824,0.760792,0.952327,111,cnt,rep1
4824,0.856969,0.710811,113,cnt,rep1
13661,0.520185,0.157207,519,cnt,rep2
13661,0.220392,0.389905,290,cnt,rep2
2573,0.656906,0.319972,403,cnt,rep2
359,0.752941,0.356465,8,cnt,rep3
5940,0.483317,0.338567,433,cnt,rep2
10539,0.229568,0.0362133,192,cnt,rep2
12895,0.284493,0.349107,308,cnt,rep1
14971,0.480693,0.44212,383,cnt,rep1
6704,0.325656,0.669905,163,cnt,rep3
8184,0.520588,0.215801,552,cnt,rep3
5795,0.322584,0.635068,163,cnt,rep3
5795,0.303039,0.541228,170,cnt,rep3
1064,0.699606,0.422435,390,cnt,rep2
1064,0.45902,0.726322,19,cnt,rep2
1064,0.595763,0.816825,395,cnt,rep2
10786,0.36004,0.818653,264,cnt,rep1
10786,0.852946,0.139486,267,cnt,rep1
8689,0.325656,0.729954,192,cnt,rep3
5988,0.590975,0.746013,139,cnt,rep1
5988,0.758641,0.397597,144,cnt,rep1
2817,0.78863,0.318332,66,cnt,rep1
2817,0.868312,0.163859,65,cnt,rep1
2817,0.560822,0.142657,52,cnt,rep1
12891,0.356409,0.469466,271,cnt,rep2
4223,0.756274,0.934363,101,cnt,rep2
3348,0.771273,0.455215,112,cnt,rep3
11666,0.906805,0.541117,270,cnt,rep1
11666,0.737223,0.767449,288,cnt,rep1
11666,0.768694,0.939393,290,cnt,rep1
11666,0.650321,0.165006,291,cnt,rep1
13224,0.495896,0.16449,274,cnt,rep2
4104,0.702993,0.441689,95,cnt,rep1
4104,0.819174,0.497837,93,cnt,rep1
4104,0.874696,0.583734,85,cnt,rep1
8020,0.518896,0.212437,552,cnt,rep3
8020,0.459662,0.958846,185,cnt,rep3
10644,0.788269,0.304261,252,cnt,rep1
10644,0.465484,0.511582,257,cnt,rep1
10644,0.832656,0.789626,263,cnt,rep1
10644,0.355335,0.808095,264,cnt,rep1
12838,0.360284,0.570887,271,cnt,rep2
3399,0.691196,0.724958,411,cnt,rep2
5713,0.522778,0.786677,433,cnt,rep2
13106,0.289268,0.357504,308,cnt,rep1
13106,0.411388,0.266807,337,cnt,rep1
7529,0.268915,0.563795,186,cnt,rep1
5751,0.325273,0.636063,163,cnt,rep3
5751,0.304013,0.541736,170,cnt,rep3
3362,0.50901,0.0376489,78,cnt,rep2
8540,0.521547,0.514979,200,cnt,rep1
8540,0.893219,0.500348,210,cnt,rep1
9313,0.322282,0.738164,192,cnt,rep3
4567,0.928872,0.363868,96,cnt,rep1
4567,0.522796,0.240249,104,cnt,rep1
1653,0.693433,0.518565,13,cnt,rep1
1653,0.920273,0.634741,18,cnt,rep1
1653,0.713668,0.793542,22,cnt,rep1
1653,0.860262,0.715603,27,cnt,rep1
5482,0.681225,0.0666104,137,cnt,rep1
5482,0.806511,0.415785,129,cnt,rep1
3181,0.522745,0.63219,105,cnt,rep3
8989,0.324182,0.730435,192,cnt,rep3
6764,0.319888,0.664777,163,cnt,rep3
9048,0.316997,0.741214,192,cnt,rep3
11222,0.705923,0.241971,474,cnt,rep3
2,0.690538,0.780017,1,cnt,rep2
5487,0.327329,0.639082,163,cnt,rep3
6029,0.638245,0.82734,139,cnt,rep1
6029,0.769506,0.468001,144,cnt,rep1
6029,0.363752,0.860828,147,cnt,rep1
1305,0.676963,0.574025,531,cnt,rep3
2191,0.4258,0.601184,59,cnt,rep2
2191,0.611893,0.478722,19,cnt,rep2
7978,0.653139,0.195,195,cnt,rep1
7978,0.926106,0.637708,197,cnt,rep1
12895,0.360365,0.456473,271,cnt,rep2
10507,0.232227,0.0374829,192,cnt,rep2
10507,0.679274,0.212033,207,cnt,rep2
8583,0.439302,0.47711,200,cnt,rep1
5824,0.418373,0.563588,433,cnt,rep2
10622,0.231429,0.0363611,192,cnt,rep2
10622,0.698039,0.782722,469,cnt,rep2
3826,0.821237,0.420901,91,cnt,rep2
3826,0.748293,0.910326,414,cnt,rep2
3826,0.246547,0.369414,94,cnt,rep2
1068,0.694877,0.177383,3,cnt,rep1
1068,0.679039,0.797182,11,cnt,rep1
1068,0.877509,0.559469,9,cnt,rep1
8002,0.517411,0.211502,552,cnt,rep3
8002,0.447974,0.953514,185,cnt,rep3
3899,0.820466,0.5638,85,cnt,rep1
3899,0.828424,0.884212,89,cnt,rep1
3899,0.299091,0.59481,90,cnt,rep1
5940,0.649939,0.778404,139,cnt,rep1
5940,0.789957,0.3832,144,cnt,rep1
11021,0.643917,0.231443,470,cnt,rep2
11021,0.4137,0.594149,471,cnt,rep2
12945,0.489363,0.178248,274,cnt,rep2
10164,0.303067,0.713443,192,cnt,rep3
1001,0.614764,0.380258,390,cnt,rep2
1001,0.426569,0.710752,19,cnt,rep2
1001,0.646502,0.940337,25,cnt,rep2
9002,0.32375,0.731628,192,cnt,rep3
2268,0.606391,0.822075,71,cnt,rep3
2268,0.450703,0.564749,407,cnt,rep3
2268,0.823286,0.0806733,79,cnt,rep3
2268,0.485491,0.265758,80,cnt,rep3
316,0.745689,0.331399,8,cnt,rep3
6765,0.792529,0.53665,150,cnt,rep1
6765,0.603242,0.79657,164,cnt,rep1
6765,0.556209,0.32855,166,cnt,rep1
2634,0.607576,0.0751967,52,cnt,rep1
2634,0.726349,0.945618,59,cnt,rep1
2634,0.690224,0.675465,62,cnt,rep1
12422,0.730566,0.737363,314,cnt,rep1
12422,0.288515,0.370086,308,cnt,rep1
9810,0.311569,0.710336,192,cnt,rep3
9810,0.303299,0.441235,464,cnt,rep3
11491,0.235877,0.0316827,479,cnt,rep2
6077,0.327439,0.630512,163,cnt,rep3
10525,0.232027,0.0369548,192,cnt,rep2
10752,0.74909,0.332173,252,cnt,rep1
10752,0.359479,0.817022,264,cnt,rep1
11036,0.641621,0.271441,470,cnt,rep2
11036,0.411621,0.547804,471,cnt,rep2
9233,0.326948,0.726797,192,cnt,rep3
350,0.752102,0.329768,8,cnt,rep3
7033,0.539173,0.132671,438,cnt,rep2
7621,0.514148,0.217251,552,cnt,rep3
7621,0.291834,0.34516,555,cnt,rep3
12594,0.760011,0.0323594,322,cnt,rep1
12594,0.30345,0.235922,323,cnt,rep1
12594,0.289408,0.369006,308,cnt,rep1
6002,0.494772,0.229756,433,cnt,rep2
2320,0.714333,0.168109,50,cnt,rep1
2320,0.822107,0.931798,51,cnt,rep1
2320,0.620752,0.0985042,52,cnt,rep1
2320,0.725367,0.805323,53,cnt,rep1
7761,0.503705,0.21978,552,cnt,rep3
12343,0.659717,0.161446,307,cnt,rep1
12343,0.280237,0.374815,308,cnt,rep1
12343,0.507209,0.613315,304,cnt,rep1
12343,0.898457,0.0424844,309,cnt,rep1
5433,0.354809,0.79968,135,cnt,rep1
5433,0.644622,0.062127,137,cnt,rep1
5048,0.485848,0.656221,448,cnt,rep3
5048,0.653045,0.186293,155,cnt,rep3
3827,0.46981,0.715015,433,cnt,rep3
4787,0.752514,0.63208,546,cnt,rep3
5363,0.321384,0.641356,163,cnt,rep3
11145,0.70268,0.484288,470,cnt,rep2
11145,0.555069,0.157508,472,cnt,rep2
13306,0.581418,0.31894,282,cnt,rep2
13306,0.434436,0.976112,515,cnt,rep2
2789,0.786576,0.465358,418,cnt,rep3
9419,0.739093,0.860309,456,cnt,rep2
4159,0.67501,0.188453,437,cnt,rep3
2256,0.606441,0.832377,71,cnt,rep3
2256,0.435216,0.568419,407,cnt,rep3
2256,0.824674,0.0810968,79,cnt,rep3
2256,0.483171,0.259963,80,cnt,rep3
8392,0.484318,0.229977,142,cnt,rep2
8200,0.519884,0.211429,552,cnt,rep3
14689,0.892902,0.657215,379,cnt,rep1
14689,0.804646,0.498448,375,cnt,rep1
4231,0.754549,0.923529,101,cnt,rep2
11294,0.352558,0.317316,220,cnt,rep3
1155,0.753212,0.462753,531,cnt,rep3
1759,0.730868,0.468447,13,cnt,rep1
1759,0.909928,0.624053,18,cnt,rep1
1759,0.924612,0.531147,28,cnt,rep1
5020,0.480083,0.670635,448,cnt,rep3
8558,0.49549,0.482241,200,cnt,rep1
8558,0.88607,0.471957,210,cnt,rep1
10929,0.361238,0.831274,264,cnt,rep1
10929,0.940029,0.533147,270,cnt,rep1
10929,0.503981,0.198248,268,cnt,rep1
10929,0.807656,0.321249,272,cnt,rep1
4712,0.688508,0.712563,546,cnt,rep3
11641,0.434967,0.927085,228,cnt,rep2
11641,0.23592,0.0324895,479,cnt,rep2
9375,0.739506,0.749317,230,cnt,rep1
9375,0.442887,0.314711,234,cnt,rep1
